Contract,OnlineSecurity,tenure,InternetService,TotalCharges,MonthlyCharges,PaymentMethod
1,0,40,1,4335,105.95,1
0,0,66,1,6822,99.5,1
1,1,1,2,19,19.85,1
0,2,19,1,2007,105.0,3
1,1,42,2,839,19.55,3
0,0,34,1,3410,97.7,0
0,0,1,1,81,81.1,2
2,2,72,0,6501,88.7,1
1,1,51,2,996,19.85,0
0,0,55,1,4874,85.45,2
1,0,66,1,6615,102.45,1
0,0,30,1,2627,90.05,2
1,2,34,1,3128,90.15,3
0,0,55,1,4458,77.75,2
2,0,54,1,5064,95.1,0
0,0,57,0,2111,39.3,2
0,0,11,1,834,74.35,2
0,1,2,2,31,19.65,2
0,0,4,1,261,69.35,2
2,2,72,0,6652,90.95,1
2,1,48,2,1036,20.05,3
1,1,26,2,595,20.65,1
0,1,15,2,272,19.8,3
0,0,15,1,1130,83.2,0
1,0,64,1,6654,102.45,1
2,0,71,1,7984,111.25,2
1,2,63,0,4111,68.8,0
0,1,1,2,19,19.9,3
1,2,64,1,6721,104.4,0
0,2,45,0,3273,75.95,2
0,1,4,2,93,19.6,3
0,0,31,1,2806,89.9,2
2,0,68,1,7611,110.0,0
0,2,25,0,2028,81.75,0
2,1,72,2,1769,24.75,0
1,0,36,0,1941,55.8,2
0,0,1,0,44,44.0,2
2,1,0,2,0,25.35,3
2,1,25,2,475,19.8,1
1,1,8,2,161,19.2,3
1,2,37,0,2658,75.1,0
0,0,4,1,422,94.75,2
1,2,28,1,2320,82.85,0
2,2,37,0,1593,45.4,2
0,1,8,2,162,20.45,1
0,2,1,0,48,48.75,3
0,1,25,2,471,20.05,1
0,0,26,1,2515,98.35,2
0,0,9,1,751,80.85,2
0,0,21,1,2110,102.8,2
0,0,19,1,1471,79.85,2
0,2,18,0,550,33.6,3
0,2,32,1,3432,108.15,1
0,0,23,0,768,34.65,0
1,2,55,0,4213,75.0,1
2,1,43,2,1110,26.45,0
0,0,2,0,93,44.7,2
0,0,5,1,417,82.75,2
2,2,14,0,815,61.4,0
0,0,4,0,249,61.3,2
0,0,4,0,220,44.55,3
0,1,12,2,223,20.1,3
1,0,68,1,5762,86.45,1
0,0,10,1,813,85.6,2
1,0,53,1,5000,94.85,0
1,2,66,1,5898,89.0,2
0,1,27,2,460,19.4,1
0,0,34,1,2718,79.6,3
0,0,11,1,906,84.8,1
2,1,64,2,1714,25.55,3
0,0,13,1,1028,81.9,3
0,1,3,2,50,20.2,0
0,0,24,1,2187,89.55,2
2,0,69,0,4131,61.45,1
0,0,20,1,1916,95.5,0
0,2,48,0,2104,44.8,2
0,2,13,0,706,54.45,2
0,0,5,1,408,85.55,2
0,0,5,1,320,69.95,1
0,0,1,1,74,74.3,2
0,2,30,1,2838,94.4,2
0,0,13,1,1313,100.75,2
1,2,61,1,5860,93.7,0
0,1,4,2,82,20.45,1
0,0,10,0,528,55.2,1
1,0,40,0,2635,63.9,0
0,2,43,0,2907,66.25,0
0,0,1,0,29,29.85,2
0,2,9,0,653,69.5,3
0,0,1,1,69,69.85,2
1,1,19,2,383,20.25,1
0,0,9,1,633,75.2,1
0,2,9,1,784,81.15,2
1,1,18,2,345,20.05,0
1,0,67,1,6816,105.7,0
1,0,13,0,592,43.8,2
0,0,5,0,346,70.05,2
0,2,33,1,3694,109.9,0
2,2,62,0,3846,65.1,3
2,2,72,1,7325,100.55,0
0,0,8,1,662,84.5,0
0,0,1,0,46,46.0,2
0,2,44,1,4060,95.1,1
1,0,17,1,1588,96.65,0
0,0,30,1,3046,100.05,2
2,1,69,2,1796,26.0,0
0,0,23,0,1081,49.7,1
0,0,2,1,178,86.2,3
0,0,3,0,127,45.0,2
1,2,30,0,2308,74.65,1
0,0,1,0,43,43.85,0
0,0,8,1,908,100.15,1
1,2,59,1,4903,82.95,1
0,0,7,0,419,51.3,3
0,0,37,1,3532,95.15,2
1,2,49,1,5290,109.2,1
0,0,26,0,2078,81.9,0
0,0,1,1,79,79.55,2
2,2,62,1,6891,113.95,3
1,1,17,2,280,19.55,3
0,0,36,1,3440,95.0,0
2,1,32,2,696,20.5,3
1,1,2,2,47,19.95,3
2,1,30,2,602,19.3,3
0,0,21,1,2249,106.1,2
2,2,66,1,6981,106.05,1
0,0,32,1,2596,80.35,0
0,0,3,1,224,80.4,2
2,1,69,2,1412,20.2,0
0,2,10,1,1043,110.1,2
0,0,1,1,69,69.25,2
2,2,69,0,6322,90.65,3
0,0,4,1,424,94.3,2
2,0,66,0,4189,63.3,0
0,0,35,0,812,24.15,2
0,2,22,1,2180,104.6,2
2,1,55,2,1083,19.4,1
0,0,9,1,713,80.8,2
0,2,55,1,4959,89.8,0
2,2,36,1,3834,106.05,1
0,0,27,1,2122,81.45,2
2,2,67,1,7009,106.7,1
1,0,54,1,5373,101.5,1
2,0,62,0,2337,39.0,0
1,2,56,0,2884,52.0,3
0,2,34,1,3587,109.8,3
0,0,33,1,2745,86.15,1
0,0,5,1,486,93.9,3
0,1,16,2,314,19.6,3
0,0,34,1,3000,88.85,3
1,2,58,1,6205,105.5,1
1,0,66,0,4738,70.85,0
1,1,37,2,785,20.15,1
0,0,6,0,285,45.5,3
2,0,65,0,4805,74.2,1
2,1,51,2,1042,20.45,3
0,0,2,0,89,45.35,2
0,2,18,0,1299,68.35,2
1,2,51,0,3145,60.5,0
0,1,9,2,186,20.25,3
0,2,15,1,1566,99.7,2
2,2,72,1,7542,105.55,0
2,1,12,2,212,19.35,0
2,2,60,0,2424,39.6,0
0,1,32,2,641,19.4,0
0,0,6,1,463,80.5,1
1,0,39,1,3835,100.0,2
0,0,2,1,144,74.75,2
1,0,71,1,5552,79.05,1
0,0,1,0,60,60.15,2
0,0,2,1,181,80.2,2
2,2,72,1,8129,109.7,1
1,0,41,0,2877,68.6,2
0,0,7,1,485,74.85,2
0,2,35,1,3365,94.55,2
0,0,31,1,2429,80.45,2
2,1,45,2,1088,24.45,3
0,0,15,1,1444,93.35,2
1,1,27,2,552,20.05,1
1,0,31,1,2835,90.7,2
1,0,41,0,2728,66.5,0
1,1,19,2,279,18.8,3
0,2,25,0,1502,58.6,1
0,0,15,1,1559,105.35,0
0,0,2,1,135,71.65,2
0,0,12,0,593,50.25,0
0,0,23,1,1835,79.35,3
0,1,22,2,400,19.9,3
1,0,71,1,7113,100.55,0
0,0,30,1,2974,101.3,2
0,0,1,0,44,44.9,0
0,1,20,2,375,19.25,0
0,0,1,0,55,55.55,3
2,0,68,0,5560,85.3,0
0,1,14,2,283,19.9,3
1,1,2,2,35,19.85,3
0,2,38,0,2657,69.95,2
1,1,18,2,411,19.65,3
0,2,31,1,3205,104.35,2
2,2,71,0,4492,64.05,1
1,2,67,1,7332,109.9,1
2,2,72,0,6719,92.3,1
0,0,32,1,3520,106.35,0
0,0,4,1,332,80.8,1
1,0,23,0,1347,60.0,0
0,2,66,0,4508,67.45,0
0,0,57,1,5913,104.9,0
1,2,36,0,3348,89.65,1
0,0,13,0,331,25.15,0
0,0,9,1,803,83.3,2
0,0,5,1,356,80.85,2
2,0,67,0,5883,86.15,0
0,0,1,1,69,69.9,2
0,0,4,1,321,74.8,0
0,0,1,1,70,70.3,2
0,1,31,2,658,19.55,3
0,0,3,0,123,43.3,2
0,0,4,1,299,78.9,3
0,0,33,1,3008,95.0,1
2,1,58,2,1509,25.15,1
0,1,25,2,546,25.4,0
0,0,4,1,318,76.05,2
1,2,51,1,4839,93.65,0
0,0,19,0,468,25.15,0
0,0,11,0,483,44.05,2
0,2,24,0,1381,56.35,1
0,0,18,1,1387,74.15,3
0,0,4,0,96,24.25,3
0,0,12,1,947,78.1,0
0,0,19,1,1775,88.2,2
0,0,31,1,2877,96.6,0
1,0,61,0,3902,64.05,0
0,0,8,1,572,69.7,2
1,2,49,0,4345,87.2,3
0,0,5,0,305,51.0,3
1,0,35,0,2661,73.45,0
1,2,70,1,7968,115.65,1
0,0,1,1,101,101.45,2
0,2,31,1,2724,87.6,2
0,0,13,1,940,74.3,2
1,2,28,0,1386,50.8,3
0,2,50,0,3454,70.35,0
1,1,22,2,417,20.05,3
1,2,36,0,2234,60.7,1
1,0,40,1,4178,106.0,0
0,0,19,0,910,50.1,1
0,0,4,1,302,80.85,2
0,0,35,1,3029,86.45,2
0,0,20,0,1370,68.9,1
2,1,11,2,231,20.4,3
1,1,9,2,172,20.25,3
2,2,71,1,7061,99.0,1
2,1,71,2,1389,20.1,0
2,2,71,1,7993,113.15,1
2,0,31,0,2497,79.2,3
0,0,1,1,69,69.6,2
1,2,31,0,2424,75.5,1
0,0,1,1,70,70.9,3
0,0,1,1,69,69.4,3
2,2,67,0,5293,79.7,2
0,2,43,1,4156,94.5,2
0,0,21,1,1857,86.55,0
0,0,61,1,6751,106.35,2
2,1,72,2,1830,24.65,0
2,1,6,2,153,25.4,3
2,1,47,2,948,19.75,3
1,1,24,2,527,20.45,1
1,0,39,1,3213,81.4,1
2,1,65,2,1748,25.3,0
0,0,1,1,85,85.55,1
0,0,6,1,522,87.95,0
0,0,56,1,5688,100.65,0
1,2,23,0,1689,68.75,0
2,1,34,2,679,20.05,1
0,1,21,2,402,20.5,1
2,2,62,0,4237,69.4,0
2,1,62,2,1253,19.85,0
1,0,51,1,5703,111.5,2
0,0,18,0,1074,56.8,1
0,0,34,1,2524,73.95,1
2,0,61,1,5703,94.35,0
0,0,2,0,107,49.95,3
2,2,72,0,3983,55.3,0
1,2,53,1,5835,110.5,2
0,2,6,1,494,78.95,2
0,2,24,1,1938,84.35,2
2,0,68,0,4859,70.8,1
2,2,47,0,2768,60.0,1
0,2,47,1,4042,85.5,3
0,1,36,2,702,19.2,0
0,1,9,2,178,19.85,3
1,2,61,1,6018,100.7,1
2,2,72,0,5753,79.35,0
1,2,35,0,1916,54.95,0
1,1,25,2,733,26.8,3
0,0,35,1,3496,101.4,2
1,2,24,0,1367,57.6,2
2,1,56,2,1327,25.15,1
0,0,26,1,2404,93.6,2
2,2,72,1,5737,80.45,0
1,2,37,0,2347,64.65,0
0,0,7,1,496,75.15,0
0,0,7,1,520,73.6,2
1,2,69,0,5356,78.6,1
2,1,8,2,125,19.6,1
1,0,12,0,368,30.25,1
1,1,44,2,1110,25.7,3
2,2,72,0,5750,81.0,1
0,0,56,1,5124,94.45,2
1,1,10,2,184,20.1,3
0,0,1,1,69,69.1,2
0,0,47,0,2538,54.25,2
2,1,44,2,905,20.4,1
0,0,3,1,242,78.5,2
0,2,8,0,563,71.15,2
0,1,16,2,330,20.6,1
2,2,72,0,5815,82.3,0
0,0,1,0,45,45.8,2
2,0,71,1,6435,89.45,1
1,2,56,0,4014,68.45,1
0,1,3,2,54,19.3,3
0,2,11,0,723,65.15,0
1,0,60,0,4847,80.55,1
1,2,42,1,4599,105.2,0
0,2,2,0,123,50.95,3
0,1,9,2,147,20.45,1
0,0,1,1,75,75.1,2
2,0,52,0,2554,50.2,3
0,0,35,1,3395,99.05,2
0,1,20,2,374,19.4,2
0,0,15,1,1114,75.35,0
0,0,17,1,1207,70.8,2
0,0,30,1,2755,90.25,2
0,0,1,1,95,95.85,2
0,0,10,1,855,85.25,2
0,0,13,1,886,70.15,3
0,0,4,1,420,100.2,2
0,0,3,1,204,70.4,2
1,2,59,0,4786,79.85,1
0,0,2,1,144,69.75,0
0,0,14,1,1152,80.9,0
0,0,1,0,25,25.15,2
0,0,43,1,4414,103.0,2
0,0,16,1,1129,74.75,1
0,0,53,0,2854,54.45,2
0,1,4,2,84,25.45,3
0,0,16,1,1212,75.1,0
1,0,43,0,2444,55.45,2
0,0,8,1,585,81.25,2
0,2,6,0,295,49.15,2
2,0,72,1,8012,111.6,0
0,0,60,0,3069,49.75,2
1,1,0,2,0,19.7,3
0,1,2,2,39,20.05,3
1,2,55,0,4916,90.15,2
0,0,56,1,5669,98.7,2
2,0,71,1,6152,84.8,2
0,0,2,0,118,62.05,0
2,0,64,1,6794,105.4,0
1,2,42,0,3160,73.9,1
1,2,25,1,2177,89.05,2
0,2,5,0,232,49.4,3
2,2,72,1,8337,116.6,0
0,0,33,1,2656,80.6,0
0,0,32,1,2661,85.3,2
1,1,5,2,85,20.1,3
0,0,3,1,228,74.1,1
0,0,6,1,474,84.35,2
2,0,69,1,7348,106.5,0
0,0,13,1,1011,80.5,2
0,2,22,1,1573,75.0,0
2,2,61,0,4226,69.9,3
0,2,33,0,1884,59.45,0
1,0,41,0,3001,73.0,2
1,2,45,1,5032,113.3,3
2,2,70,0,6333,90.05,1
2,2,55,0,3046,57.55,0
1,2,52,0,2276,44.25,0
0,0,3,0,130,40.15,3
0,0,30,1,2983,100.2,2
1,0,70,0,3264,45.25,2
0,2,9,1,870,93.0,0
1,1,21,2,350,19.8,3
1,2,55,0,4264,75.75,0
1,0,41,0,2531,65.0,3
2,1,62,2,1638,26.0,0
0,0,1,1,79,79.55,3
0,0,67,0,3725,54.9,2
1,2,63,0,4786,79.7,1
1,0,38,0,2669,69.0,1
2,0,70,0,4039,57.8,0
0,1,38,2,717,19.6,2
0,0,5,0,167,30.5,2
0,0,24,0,1167,49.7,3
0,0,16,1,1284,73.85,0
2,2,68,0,2719,38.9,3
0,0,57,1,5611,100.6,2
1,0,60,1,6339,104.35,2
1,0,29,0,2080,71.0,1
1,0,9,0,593,65.6,3
2,1,71,2,1801,25.95,1
0,0,24,0,1240,54.15,1
0,2,2,0,91,49.25,2
2,1,66,2,1357,20.55,3
0,0,54,1,5278,104.3,2
2,2,72,1,8124,113.65,1
2,1,52,2,1025,19.65,3
2,2,71,0,5522,76.9,1
0,0,5,1,378,78.95,2
2,1,42,2,835,20.25,2
0,0,2,0,80,44.6,1
0,0,11,1,824,74.55,2
0,2,41,0,3326,79.9,1
2,2,68,0,6161,88.0,1
0,0,50,1,4888,95.05,2
0,2,53,1,5029,93.9,2
0,0,8,1,680,83.55,2
1,2,50,1,5232,104.4,3
2,0,50,1,5038,100.2,3
0,2,8,0,487,60.0,2
0,2,10,0,301,29.75,3
2,1,37,2,861,24.1,0
0,2,49,0,3024,61.75,0
0,0,17,0,646,35.65,1
2,1,12,2,258,19.7,3
0,2,23,1,2331,99.85,2
2,2,71,0,4145,58.65,3
2,2,71,0,5574,77.55,1
0,2,24,1,2210,89.25,2
1,0,45,0,3600,78.75,1
1,2,42,0,2763,63.7,1
0,2,18,1,1740,96.05,2
2,0,26,0,1905,73.5,1
0,0,9,0,449,55.35,2
0,0,2,0,82,44.45,2
0,0,5,0,220,44.8,3
0,0,6,1,519,84.2,2
0,0,52,1,5832,110.75,2
2,2,57,0,4317,74.35,0
1,0,29,0,2243,75.35,0
2,1,67,2,1680,24.9,3
0,2,42,1,4400,105.2,2
1,1,12,2,228,19.3,3
0,2,7,0,279,34.5,2
0,1,12,2,266,20.4,3
0,0,13,0,633,48.75,0
0,0,31,0,2168,71.05,2
0,0,9,0,248,29.95,2
1,1,63,2,1328,20.5,3
1,0,45,1,4525,98.7,0
1,2,12,0,943,79.2,2
0,0,41,1,3439,80.25,2
0,1,5,2,113,21.05,3
2,2,71,0,3353,46.35,1
2,0,72,0,5730,78.95,2
0,0,9,0,653,69.05,1
1,0,51,1,4554,90.15,2
1,0,35,0,1383,40.9,3
1,2,56,1,5514,100.55,2
0,0,18,1,1294,74.7,2
0,2,44,1,4915,111.5,2
0,0,48,0,1423,29.5,1
1,0,11,0,697,64.9,1
2,0,71,1,7723,106.0,0
1,0,35,1,2815,81.6,0
0,0,24,0,828,34.25,3
2,0,60,1,6333,104.7,2
0,0,6,0,208,30.5,1
0,1,15,2,288,20.0,2
0,0,21,1,2271,104.35,2
1,1,33,2,690,20.6,3
0,1,1,2,20,20.9,3
2,1,58,2,1079,19.55,1
1,0,10,0,685,64.9,3
0,1,33,2,838,24.25,0
0,0,1,0,25,25.25,2
0,0,1,0,45,45.95,3
1,0,42,0,3088,73.15,2
0,1,1,2,20,20.15,0
1,1,38,2,730,20.1,3
0,0,5,0,249,50.6,3
1,2,65,1,7138,110.0,1
0,2,43,0,1500,33.45,1
2,2,72,0,6065,84.9,0
1,0,60,1,5610,94.4,2
1,2,55,1,5552,100.9,3
2,2,70,1,7869,113.05,1
0,0,6,1,401,73.85,3
1,0,13,1,1299,104.15,1
2,1,8,2,165,20.15,3
2,0,45,1,4634,99.7,0
1,0,54,1,5893,110.35,2
0,0,33,1,2757,83.35,2
1,2,21,0,1549,75.9,0
1,0,55,1,5509,100.0,2
0,2,1,1,75,75.3,3
0,0,44,1,2958,68.85,1
2,2,72,0,6230,87.1,0
0,0,13,0,750,61.8,0
0,2,36,1,3684,104.5,1
2,1,71,2,1898,25.55,0
0,0,9,1,918,100.5,2
0,2,46,0,2473,55.0,0
1,0,61,1,6405,104.4,1
2,0,72,0,5396,77.35,1
0,0,11,1,825,74.95,2
0,0,2,1,135,69.7,2
0,1,2,2,46,19.35,3
0,0,4,1,303,79.0,2
0,0,3,0,169,49.15,2
0,0,3,0,113,34.8,1
1,0,43,0,2908,64.85,0
2,1,61,2,1311,19.75,1
0,0,49,1,4515,90.85,1
1,2,34,0,2053,64.35,2
0,0,1,0,50,50.15,2
0,0,1,0,45,45.95,3
2,2,61,0,5175,86.45,1
0,0,4,1,325,73.75,2
1,2,59,0,4096,69.1,3
0,0,4,0,155,45.25,3
2,1,0,2,0,19.85,3
1,1,22,2,475,20.3,3
2,2,72,1,6185,84.7,0
0,2,15,0,469,30.2,0
0,1,1,2,19,19.3,2
2,0,57,1,5464,95.25,2
0,0,39,1,3266,86.3,3
0,1,6,2,106,19.5,0
0,0,16,0,1067,63.05,0
0,0,39,0,1131,30.1,1
2,1,4,2,76,19.9,3
0,2,59,1,6252,106.75,2
1,2,69,1,5848,84.45,0
0,2,24,0,1706,70.3,1
2,1,6,2,107,20.4,1
0,0,9,1,811,94.05,2
2,1,8,2,159,19.5,0
0,1,30,2,655,19.65,0
1,2,62,0,4487,71.4,1
1,1,35,2,741,21.1,3
1,1,55,2,998,19.15,1
0,0,2,0,111,60.85,2
0,0,29,1,2653,94.45,2
0,0,2,1,151,74.95,2
0,0,33,0,1803,54.6,2
0,0,5,1,357,75.9,0
0,0,1,1,69,69.2,2
2,2,72,1,7544,105.5,2
0,0,43,1,3856,89.55,3
0,0,10,1,799,74.75,2
2,1,70,2,2006,26.0,0
0,0,24,1,2122,96.0,2
0,1,23,2,470,19.5,3
1,2,43,0,2151,51.25,0
0,1,1,2,19,19.1,3
0,0,24,1,1861,80.25,2
1,0,65,1,6767,103.9,0
0,2,56,1,5953,109.6,3
0,0,1,1,79,79.1,2
0,0,28,1,2998,105.8,2
0,0,13,0,357,29.15,2
0,0,8,1,679,80.1,0
0,0,3,1,194,70.15,2
0,1,1,2,19,19.95,2
0,0,26,1,2277,89.15,2
0,0,1,1,75,75.75,2
0,1,5,2,104,20.5,3
0,2,28,1,2659,94.5,1
0,0,11,0,601,58.95,3
0,0,11,1,1133,104.05,0
0,0,66,1,5224,80.45,1
1,1,56,2,1126,19.95,1
2,1,53,2,1275,25.1,1
0,0,3,0,95,31.0,3
2,2,72,1,8436,117.35,1
0,0,6,1,433,70.55,1
2,2,71,1,8100,114.6,0
0,1,15,2,309,19.8,3
2,2,57,0,4003,69.85,0
2,1,68,2,1657,24.55,3
0,0,13,0,347,31.05,2
2,1,71,2,1810,24.7,0
0,2,5,0,223,40.0,3
1,0,18,1,1633,89.6,1
0,0,36,1,3512,94.7,2
2,2,63,1,5377,84.65,1
1,0,39,0,2191,54.85,0
0,1,3,2,61,19.55,2
2,1,32,2,614,20.05,0
0,0,4,1,280,70.2,2
0,0,32,1,2931,93.2,2
0,0,15,1,1133,74.2,1
0,0,5,1,371,81.0,2
2,1,9,2,191,20.35,3
1,2,31,0,2545,81.15,3
0,0,1,0,49,49.5,2
0,0,1,1,81,81.05,2
0,2,2,1,198,100.2,2
2,1,35,2,797,23.3,0
1,1,5,2,99,19.55,2
0,0,3,0,168,50.15,2
0,0,12,0,593,49.05,0
2,1,56,2,1402,24.15,0
2,1,72,2,1859,24.75,1
0,0,1,1,69,69.4,3
0,0,1,1,84,84.8,2
1,2,26,0,2312,90.1,1
0,0,13,0,649,49.15,2
1,2,15,0,1010,65.6,1
0,0,68,1,6503,95.9,2
0,2,27,1,2754,101.25,2
0,0,5,1,341,69.35,2
2,1,64,2,1584,25.0,1
0,0,16,0,1043,65.2,1
0,0,2,1,152,79.65,3
2,2,52,0,1982,39.1,3
2,1,15,2,369,25.05,0
1,0,41,1,4454,109.1,0
0,0,20,1,1389,71.3,1
1,1,32,2,593,19.3,3
0,0,1,0,50,50.45,2
2,2,72,0,6042,83.3,0
2,2,34,0,2839,84.75,3
2,1,44,2,819,19.55,0
2,2,72,0,5336,75.1,0
0,0,8,1,759,94.75,2
0,2,7,0,256,34.2,3
2,1,59,2,1188,19.85,3
0,0,3,1,291,96.6,2
2,0,41,1,3959,98.8,0
2,1,61,2,1554,25.3,0
0,0,29,1,2265,80.15,0
2,1,48,2,883,19.55,3
0,1,1,2,20,20.15,3
2,1,64,2,1514,24.8,3
2,1,58,2,1185,20.75,3
0,0,29,1,2516,84.9,2
0,2,7,1,673,94.7,1
2,2,67,1,7321,111.05,2
1,0,5,0,347,70.0,3
2,2,27,0,1498,52.85,0
0,0,4,0,201,48.55,2
0,1,1,2,20,20.05,3
0,1,4,2,82,19.95,2
0,1,6,2,100,19.65,3
0,0,1,0,33,33.6,3
1,2,49,0,4059,84.35,2
0,0,2,0,102,55.05,1
0,2,16,0,1398,84.9,2
0,1,1,2,25,25.4,3
0,0,25,1,1729,69.75,2
1,0,25,0,1355,53.65,3
2,2,72,1,7751,110.75,2
0,1,10,2,198,20.0,1
1,2,54,1,4484,84.4,2
0,0,1,0,49,49.25,1
2,2,66,0,4370,66.9,0
0,0,4,0,237,65.55,3
0,1,7,2,150,20.35,3
2,2,69,0,3952,56.55,1
0,0,8,1,778,95.65,0
0,0,25,0,1405,55.55,1
0,0,37,1,3744,101.1,2
0,1,1,2,19,19.7,3
1,1,4,2,73,24.1,1
0,0,10,0,298,33.9,3
2,0,13,0,450,35.4,3
1,2,12,0,876,78.85,2
2,1,61,2,1538,25.45,0
2,2,65,1,6347,99.35,2
1,2,56,0,3665,64.65,0
1,2,51,0,4126,81.15,1
1,2,43,1,4013,91.25,1
0,0,1,0,49,49.9,2
0,0,3,0,140,54.2,2
0,0,19,0,710,39.7,2
0,0,45,1,4882,107.75,0
0,0,68,1,6851,100.2,2
0,1,1,2,20,20.5,3
0,2,32,1,2901,89.6,2
1,2,59,0,1980,34.8,3
2,1,45,2,929,20.35,3
0,0,24,1,2433,104.25,2
2,2,63,0,5597,89.4,1
0,0,29,0,1442,51.6,2
0,0,55,1,4713,85.5,0
0,2,8,1,668,84.95,2
0,0,34,0,852,25.05,0
0,0,1,1,70,70.25,2
0,2,10,0,568,54.95,1
2,0,71,0,5154,73.35,1
0,2,5,0,266,55.75,3
1,0,31,0,2484,79.3,3
0,0,1,1,74,74.6,3
0,0,20,1,1761,88.7,2
0,1,19,2,382,20.2,3
2,2,72,1,8126,112.6,1
2,1,11,2,300,25.0,3
0,0,4,1,368,90.05,2
0,0,25,1,2566,104.95,0
1,1,45,2,1174,24.7,1
0,2,64,1,7111,108.95,0
0,1,4,2,83,20.7,1
0,1,34,2,675,19.7,3
2,2,48,0,3238,70.1,1
0,0,24,1,1928,79.65,3
0,2,8,0,551,60.9,0
2,0,67,1,7039,104.0,2
0,0,14,0,979,66.6,1
0,0,10,0,291,29.65,2
1,2,42,1,4016,97.1,2
0,1,15,2,284,20.05,3
0,0,2,0,105,45.85,3
0,2,45,1,4730,105.15,2
0,0,4,1,333,84.05,0
2,2,67,1,7156,108.75,1
0,2,12,0,654,56.65,3
0,0,60,1,5742,95.75,2
0,2,1,0,50,50.6,3
0,0,1,1,70,70.6,3
0,1,1,2,19,19.9,3
1,0,8,0,345,43.45,3
0,0,5,1,502,89.8,2
0,0,1,1,69,69.15,2
2,1,58,2,1191,20.5,1
2,2,72,1,7875,108.95,1
2,1,23,2,611,25.1,3
0,0,5,1,492,96.5,0
2,2,70,0,2692,39.15,1
0,0,12,1,916,84.5,2
0,0,7,1,497,69.9,3
0,0,1,0,45,45.65,2
1,0,44,0,2317,54.3,2
2,2,46,0,3846,81.0,3
0,1,20,2,356,19.6,1
0,0,32,1,2861,93.95,3
0,1,1,2,20,20.3,3
2,2,67,0,5714,85.25,3
0,0,29,1,2862,98.65,2
1,1,72,2,1623,23.3,0
0,0,12,1,1218,101.35,2
0,0,27,0,1957,71.6,0
2,2,56,1,6567,115.85,3
1,0,62,1,6413,100.15,2
0,0,11,0,383,34.7,3
0,2,30,0,2111,74.75,2
2,1,40,2,830,19.65,1
0,0,38,0,955,24.85,2
0,0,28,0,790,29.75,3
0,0,1,1,94,94.4,2
0,0,12,0,524,45.0,0
1,2,24,0,1832,78.4,2
2,1,72,2,1789,25.1,1
0,2,3,1,214,82.3,3
2,2,72,1,8425,115.5,2
0,1,4,2,101,25.25,3
0,0,3,1,257,76.1,2
0,2,1,0,49,49.55,2
0,0,43,1,3365,77.85,2
0,2,10,0,449,40.7,0
0,0,2,0,89,44.3,2
1,1,15,2,294,18.8,3
0,0,3,1,239,74.6,0
2,2,65,0,3921,59.95,1
1,1,27,2,562,20.1,0
0,0,1,1,74,74.4,2
1,1,35,2,754,20.6,0
0,0,2,0,87,46.6,0
2,0,60,1,5941,99.65,2
1,1,49,2,921,19.45,1
0,2,3,0,106,35.45,3
1,1,24,2,533,19.9,3
2,0,62,1,5411,89.1,1
0,0,25,1,2368,89.1,2
0,0,10,1,929,88.85,2
2,2,67,0,3838,54.2,0
0,0,7,1,546,84.8,2
0,2,24,0,1923,81.0,0
2,2,72,1,8404,116.05,0
2,0,53,0,3958,73.9,0
0,0,2,1,156,86.85,3
0,0,5,1,413,75.55,2
1,2,52,0,1958,35.45,3
2,2,72,0,5237,74.35,2
2,2,70,0,5731,79.25,0
1,1,9,2,163,20.15,3
0,1,2,2,27,19.5,3
1,2,28,0,1654,59.9,2
2,0,72,0,6151,85.95,0
0,2,42,0,1626,40.15,0
0,0,11,1,1145,102.0,2
1,2,61,0,2961,49.7,0
2,2,63,0,4676,75.7,3
0,0,1,0,45,45.85,3
1,0,23,0,1067,48.35,1
2,1,61,2,1278,20.25,1
1,1,7,2,128,19.5,3
1,1,14,2,275,20.4,0
0,0,23,1,2130,88.45,0
0,2,9,1,865,91.75,0
0,0,11,1,1131,99.55,2
1,0,48,1,3772,75.15,2
2,1,63,2,1234,19.95,0
0,0,6,1,547,99.95,3
0,0,5,0,229,50.95,1
2,2,70,1,5986,88.0,1
0,0,8,0,546,66.25,2
1,1,46,2,1165,24.95,3
0,1,6,2,128,19.55,3
2,0,68,1,5746,84.4,1
0,1,31,2,702,20.65,2
1,1,23,2,415,20.05,3
0,0,6,1,497,83.9,2
0,0,1,0,50,50.75,2
0,0,2,1,145,79.45,2
0,0,43,1,3953,94.3,2
2,1,46,2,856,19.75,1
1,0,49,1,4920,99.25,1
1,2,51,1,4837,94.8,2
1,0,28,1,2768,92.9,0
0,0,65,1,5940,91.85,0
0,0,51,1,4149,83.4,0
0,1,1,2,20,20.65,2
0,0,1,1,75,75.35,2
1,1,24,2,482,20.4,1
1,0,48,0,1604,34.7,3
0,2,1,1,80,80.3,2
0,0,2,0,101,54.15,3
1,2,27,0,1477,55.45,0
0,0,1,0,49,49.9,3
1,0,70,0,4113,58.4,0
0,0,35,1,2636,75.35,1
1,2,67,0,3321,49.35,0
0,0,2,0,81,45.85,3
1,1,15,2,295,20.55,3
0,1,1,2,19,19.55,3
1,1,62,2,1476,24.8,0
2,1,36,2,717,20.25,0
0,1,1,2,20,20.1,3
2,0,72,1,7470,104.8,0
1,2,70,0,5528,79.4,0
0,2,1,0,53,53.95,2
